timestamp,open,high,low,close,volume,turnover
2025-05-26 06:00:00,1.2256,1.2435,1.2249,1.2405,223195.0,275883.8761
2025-05-26 05:00:00,1.22,1.2316,1.2167,1.2256,288676.0,353745.4841
2025-05-26 04:00:00,1.2229,1.2279,1.2141,1.22,301551.0,368169.4103
2025-05-26 03:00:00,1.2066,1.233,1.2043,1.2229,345340.0,421676.9552
2025-05-26 02:00:00,1.212,1.2132,1.1925,1.2066,337199.0,406000.6245
2025-05-26 01:00:00,1.222,1.2315,1.2026,1.212,452713.0,551384.8774
2025-05-26 00:00:00,1.1923,1.2253,1.1856,1.222,311741.0,375172.3581
2025-05-25 23:00:00,1.2063,1.2133,1.1817,1.1923,409899.0,490350.7381
2025-05-25 22:00:00,1.1137,1.2074,1.1108,1.2063,956901.0,1118327.2739
2025-05-25 21:00:00,1.1293,1.1336,1.1056,1.1137,433296.0,484958.525
2025-05-25 20:00:00,1.1277,1.1367,1.1153,1.1293,200016.0,225578.9547
2025-05-25 19:00:00,1.1085,1.1347,1.1075,1.1277,325516.0,365822.4026
2025-05-25 18:00:00,1.1175,1.1228,1.1063,1.1085,203298.0,226291.8588
2025-05-25 17:00:00,1.1146,1.1217,1.1092,1.1175,111305.0,124245.793
2025-05-25 16:00:00,1.124,1.1242,1.0999,1.1146,340018.0,377660.4989
2025-05-25 15:00:00,1.1214,1.1272,1.0948,1.124,930837.0,1033181.8293
2025-05-25 14:00:00,1.1343,1.1381,1.1099,1.1214,240937.0,271120.9019
2025-05-25 13:00:00,1.1418,1.1486,1.1261,1.1343,183863.0,209173.4818
2025-05-25 12:00:00,1.1277,1.1444,1.121,1.1418,324424.0,368474.4219
2025-05-25 11:00:00,1.1333,1.1375,1.1182,1.1277,220064.0,248301.3017
2025-05-25 10:00:00,1.1448,1.1487,1.1315,1.1333,179094.0,204141.9073
2025-05-25 09:00:00,1.1356,1.1496,1.1274,1.1448,216875.0,246746.6268
2025-05-25 08:00:00,1.1634,1.1636,1.127,1.1356,433397.0,495035.1862
2025-05-25 07:00:00,1.1834,1.1841,1.1601,1.1634,264518.0,309266.6329
2025-05-25 06:00:00,1.1956,1.2007,1.1813,1.1834,299143.0,355321.4934
2025-05-25 05:00:00,1.2063,1.211,1.1872,1.1956,445671.0,533379.235
2025-05-25 04:00:00,1.2021,1.2089,1.189,1.2063,144454.0,173057.9982
2025-05-25 03:00:00,1.1881,1.2064,1.1873,1.2021,284476.0,341559.6498
2025-05-25 02:00:00,1.1435,1.2045,1.1348,1.1881,1103451.0,1296918.1249
2025-05-25 01:00:00,1.1483,1.1553,1.1331,1.1435,279942.0,320354.7465
2025-05-25 00:00:00,1.1759,1.1862,1.1403,1.1483,645896.0,748424.0498
2025-05-24 23:00:00,1.179,1.1863,1.1551,1.1759,680628.0,795613.7791
2025-05-24 22:00:00,1.1829,1.1892,1.1728,1.179,238356.0,281751.2492
2025-05-24 21:00:00,1.1995,1.2,1.17,1.1829,493925.0,583687.2061
2025-05-24 20:00:00,1.1966,1.2163,1.1943,1.1995,195909.0,235936.8899
2025-05-24 19:00:00,1.1795,1.2001,1.1765,1.1966,201962.0,240695.1026
2025-05-24 18:00:00,1.1861,1.2027,1.1777,1.1795,264792.0,314932.9406
2025-05-24 17:00:00,1.1913,1.2173,1.1811,1.1861,445424.0,532634.9253
2025-05-24 16:00:00,1.1866,1.1968,1.1656,1.1913,372572.0,439863.4369
2025-05-24 15:00:00,1.1947,1.1958,1.1709,1.1866,296400.0,349871.5229
2025-05-24 14:00:00,1.1714,1.1961,1.1701,1.1947,274331.0,324857.501
2025-05-24 13:00:00,1.1887,1.192,1.1691,1.1714,282845.0,333195.9178
2025-05-24 12:00:00,1.2037,1.2046,1.1779,1.1887,611011.0,726540.439
2025-05-24 11:00:00,1.2034,1.2186,1.1934,1.2037,521954.0,628883.4453
2025-05-24 10:00:00,1.1685,1.214,1.1599,1.2034,677738.0,808947.4007
2025-05-24 09:00:00,1.1709,1.1846,1.1633,1.1685,272732.0,320572.9135
2025-05-24 08:00:00,1.163,1.171,1.1505,1.1709,330139.0,383227.4972
2025-05-24 07:00:00,1.1767,1.19,1.156,1.163,418350.0,491107.1765
2025-05-24 06:00:00,1.1834,1.1898,1.1664,1.1767,228331.0,268578.0115
2025-05-24 05:00:00,1.1952,1.198,1.1655,1.1834,557698.0,656533.4559
2025-05-24 04:00:00,1.1909,1.2021,1.1818,1.1952,305160.0,363306.0074
2025-05-24 03:00:00,1.1575,1.1988,1.1531,1.1909,537525.0,637316.4846
2025-05-24 02:00:00,1.152,1.1634,1.1456,1.1575,282637.0,326406.3583
2025-05-24 01:00:00,1.1643,1.181,1.1489,1.152,349715.0,406593.7405
2025-05-24 00:00:00,1.1702,1.1988,1.1586,1.1643,735000.0,868200.2374
2025-05-23 23:00:00,1.2,1.2117,1.1444,1.1702,1191707.0,1393189.7585
2025-05-23 22:00:00,1.2316,1.2392,1.1926,1.2,627936.0,763234.2771
2025-05-23 21:00:00,1.2406,1.2519,1.2283,1.2316,352154.0,437685.9171
2025-05-23 20:00:00,1.2662,1.2705,1.2372,1.2406,326751.0,408913.9558
2025-05-23 19:00:00,1.2644,1.2756,1.2608,1.2662,247070.0,313402.5217
2025-05-23 18:00:00,1.2878,1.2925,1.2545,1.2644,303772.0,385195.8147
2025-05-23 17:00:00,1.2684,1.2942,1.2666,1.2878,299714.0,383848.0056
2025-05-23 16:00:00,1.2717,1.2866,1.2455,1.2684,1247766.0,1582569.3614
2025-05-23 15:00:00,1.2987,1.3061,1.27,1.2717,700743.0,899190.1652
2025-05-23 14:00:00,1.3283,1.3354,1.2914,1.2987,1589795.0,2083624.35
2025-05-23 13:00:00,1.2882,1.3288,1.2819,1.3283,673672.0,881108.9727
2025-05-23 12:00:00,1.2809,1.2949,1.2212,1.2882,3321860.0,4158665.483
2025-05-23 11:00:00,1.3709,1.3728,1.25,1.2809,3708529.0,4777749.838
2025-05-23 10:00:00,1.3831,1.3851,1.358,1.3709,212923.0,291360.9416
2025-05-23 09:00:00,1.3613,1.3877,1.3557,1.3831,631833.0,868093.37
2025-05-23 08:00:00,1.3461,1.369,1.3426,1.3613,340171.0,460985.6023
2025-05-23 07:00:00,1.3334,1.3718,1.3334,1.3461,554688.0,751075.7599
2025-05-23 06:00:00,1.3494,1.356,1.3298,1.3334,311807.0,418013.2556
2025-05-23 05:00:00,1.3653,1.3717,1.3337,1.3494,625848.0,845875.2828
2025-05-23 04:00:00,1.4114,1.4188,1.3589,1.3653,651601.0,902874.9673
2025-05-23 03:00:00,1.4446,1.4555,1.4009,1.4114,994851.0,1417052.4463
2025-05-23 02:00:00,1.4196,1.4835,1.4168,1.4446,1650996.0,2398406.9301
2025-05-23 01:00:00,1.3817,1.4214,1.3613,1.4196,1124602.0,1566430.4997
2025-05-23 00:00:00,1.3744,1.3932,1.3651,1.3817,1220229.0,1682528.6066
2025-05-22 23:00:00,1.3548,1.376,1.3447,1.3744,764926.0,1041864.9393
