timestamp,open,high,low,close,volume,turnover
2024-01-21 10:37:00+00:00,1.9414,1.9432,1.9407,1.9414,4140.98,8041.687068
2024-01-21 10:36:00+00:00,1.9395,1.9414,1.9387,1.9414,1040.48,2017.79367
2024-01-21 10:35:00+00:00,1.9409,1.9413,1.9395,1.9395,469.96,911.83897
2024-01-21 10:34:00+00:00,1.9429,1.9429,1.9409,1.9409,326.87,634.731443
2024-01-21 10:33:00+00:00,1.9409,1.9429,1.9404,1.9429,1556.25,3021.028633
2024-01-21 10:32:00+00:00,1.9406,1.9427,1.9394,1.9409,12553.11,24367.551598
2024-01-21 10:31:00+00:00,1.9409,1.9414,1.9396,1.9406,3160.93,6133.39593
2024-01-21 10:30:00+00:00,1.943,1.9434,1.9402,1.9409,1822.3,3538.276441
2024-01-21 10:29:00+00:00,1.9421,1.943,1.9419,1.943,3352.66,6512.347256
2024-01-21 10:28:00+00:00,1.9445,1.9445,1.9421,1.9421,3436.01,6675.858078
2024-01-21 10:27:00+00:00,1.9406,1.9445,1.9404,1.9445,2685.62,5215.165707
2024-01-21 10:26:00+00:00,1.942,1.9427,1.9406,1.9406,612.69,1189.757119
2024-01-21 10:25:00+00:00,1.9417,1.9425,1.9409,1.942,2340.93,4545.154171
2024-01-21 10:24:00+00:00,1.9431,1.944,1.9415,1.9417,926.6,1799.895122
2024-01-21 10:23:00+00:00,1.9455,1.9455,1.9427,1.9431,1726.56,3355.997099
2024-01-21 10:22:00+00:00,1.9428,1.9455,1.9428,1.9455,577.17,1122.392813
2024-01-21 10:21:00+00:00,1.9451,1.9451,1.9427,1.9428,5534.83,10756.858882
2024-01-21 10:20:00+00:00,1.9474,1.9478,1.9451,1.9451,2418.06,4707.799425
2024-01-21 10:19:00+00:00,1.9422,1.9476,1.942,1.9474,2956.87,5749.603134
2024-01-21 10:18:00+00:00,1.9393,1.943,1.9393,1.9422,16419.15,31883.795387
2024-01-21 10:17:00+00:00,1.9406,1.9406,1.9392,1.9393,2079.7,4034.406309
2024-01-21 10:16:00+00:00,1.9405,1.9406,1.9392,1.9406,337.57,654.713312
2024-01-21 10:15:00+00:00,1.941,1.942,1.9405,1.9405,167.65,325.446817
2024-01-21 10:14:00+00:00,1.9407,1.9425,1.9393,1.941,1653.0,3208.530607
2024-01-21 10:13:00+00:00,1.9388,1.9409,1.9385,1.9407,2861.28,5549.583998
2024-01-21 10:12:00+00:00,1.9402,1.9402,1.9388,1.9388,148.22,287.457165
2024-01-21 10:11:00+00:00,1.9405,1.9408,1.9401,1.9402,480.03,931.419082
